"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1627483_at",0.0823029433046045,5.93247748969295,0.93254969416038,0.373351944866237,0.455355303372477,-7.40895848746912
"1627484_at",0.323668011788079,5.52185542351435,2.95119212511669,0.0147354175180095,0.0279825283368053,-4.43750164629226
"1627485_at",0.156465319477983,4.9368242766201,2.46314385957155,0.0338381842599462,0.0585182286791222,-5.26857322008023
"1627486_at",0.119203324593224,4.1348076836777,1.64886777201079,0.130663360185223,0.188271269081605,-6.54712066996991
"1627487_at",0.208703828653084,6.2714871531343,3.19484963297327,0.00975787589188341,0.0193625027644199,-4.01775993038972
"1627488_at",-0.36156622696431,10.8799521768808,-5.08386761080578,0.000498396074462049,0.00127781417792272,-0.903293593570783
"1627489_a_at",-0.98844430002105,7.76269405273723,-7.34770086840088,2.67511886840322e-05,8.70366571570435e-05,2.22770685460842
"1627490_at",0.0026830537049678,5.50667896365015,0.0389606494338325,0.969700286055082,0.977592415624018,-7.86643335569604
"1627491_at",-2.36383690844257,8.29838328917426,-27.3169389124358,1.3007042475174e-10,2.2824950832361e-08,15.1157393506559
"1627492_at",-1.53680112977237,8.30672638521941,-18.9354096765834,4.50924573083134e-09,9.13025909088841e-08,11.5004827705974
"1627493_at",0.0674302740660249,7.89789861198931,0.850376786819209,0.415312930817678,0.497315389199256,-7.48349900290701
"1627494_s_at",-2.43843248666902,6.96548062807524,-16.7003828214187,1.50098685785127e-08,1.86413518545199e-07,10.2395409451076
"1627495_at",0.0924941016285334,4.6334167945061,1.47231261201122,0.172161715514702,0.23765815663447,-6.78990141840212
"1627496_at",-0.140904896470117,4.97767125107749,-2.01726151037971,0.071743181678905,0.112453624942404,-5.99451100907948
"1627497_at",-0.567059358301391,11.5181509989435,-8.22874624559978,1.01234293951604e-05,3.59286954863447e-05,3.27309351014922
"1627498_at",-0.276979218615644,10.0420296266803,-3.85226526137405,0.00329240148306117,0.007216097248407,-2.89415784019536
"1627499_at",0.352529085942407,5.02863375586131,3.86690469584476,0.00321545390193082,0.00706460495587677,-2.86947707003566
"1627500_at",-0.0552640276320338,5.04772614286965,-0.84128550304447,0.420147519584299,0.502002356776064,-7.49138366014401
"1627501_s_at",-0.0728965729535123,5.25487836905159,-1.13750406908301,0.282247287324278,0.361331436731269,-7.19872214837482
"1627502_at",-0.514385685952572,7.37205095387736,-5.26171098371348,0.000386279367476901,0.00100823117648013,-0.632131464395802
"1627503_at",0.204204612468576,5.94210496725943,2.34288300557675,0.04150763964304,0.0698874188446067,-5.46875874630282
"1627504_at",1.50810123094433,11.1966797699426,16.2022919953253,2.00311624046026e-08,2.23511245298897e-07,9.93511262445884
"1627505_at",0.663806068334962,10.8984412740196,9.79248222915811,2.16677719458937e-06,9.17648299259393e-06,4.932059211807
"1627506_at",-1.8139409010816,6.04641844658536,-12.1295672223604,3.0554213391322e-07,1.74627096559811e-06,7.03508465750396
"1627507_at",-0.147926778875773,5.70784224657827,-1.87328064486079,0.0909767609466883,0.138078927962011,-6.2168930023104
"1627508_at",0.240583483857046,4.75215419343416,2.88829650094966,0.0163980380718172,0.0307576818623397,-4.54563394123564
"1627509_s_at",0.711084736345771,7.51244275518654,7.40080927207906,2.51695493832058e-05,8.22862342436633e-05,2.29323597124768
"1627510_at",-0.573318123547608,6.19750467126107,-8.72435076034038,6.06574872263821e-06,2.27324638701679e-05,3.82436484169355
"1627511_at",-1.94135259121942,7.14830786426032,-17.2284795281677,1.11498551095121e-08,1.53627485216306e-07,10.552450146006
"1627512_at",-0.317452981170788,7.98098067312118,-3.5845647793831,0.00509654907487702,0.0107573001522518,-3.34861195974774
"1627513_at",0.145522457464059,4.84796936065973,1.60891109089794,0.139186605893902,0.198694226792801,-6.60349359048346
"1627514_at",1.24211426532644,10.5745546615831,15.474949331198,3.09981257238427e-08,3.05341205155024e-07,9.47332345143185
"1627515_at",-1.86720447737983,6.96119922192146,-12.4604310089458,2.37917835810011e-07,1.43325455316953e-06,7.30284993356359
"1627516_at",0.110603699719737,4.78772165568598,1.75800327340657,0.109725031405128,0.16177911896608,-6.38926535949908
"1627517_at",0.335640220565184,6.35896161252893,4.51416455444143,0.00116248784622622,0.00277929477250906,-1.8008685628268
"1627518_at",-0.313820862558014,11.6660874488998,-4.39173589764205,0.00140299911786462,0.00329732629982271,-1.99927960556898
"1627519_at",0.0892597360835818,6.90138139793031,1.13334983816787,0.283905466814347,0.363184367672326,-7.20330901646498
"1627520_at",0.00399764949199533,5.17215018186966,0.0543417349087997,0.957749537261078,0.968635958704944,-7.86564426060678
"1627525_a_at",-0.00199721248964835,10.3963689671027,-0.0261990994108291,0.979621838986991,0.984243921565045,-7.86689063598938
"1627526_at",-1.5264378839781,8.98242182846813,-16.3190448624051,1.87071954683049e-08,2.13448987667257e-07,10.0073065956782
"1627527_s_at",0.27059718136246,11.2471972579704,3.85546190758583,0.00327543627310714,0.00718223628924291,-2.88876691938446
"1627528_at",1.03734104382999,11.0248895901901,12.7369123241559,1.93907095567611e-07,1.21073855627937e-06,7.52160914899694
"1627529_at",0.00921184162138733,4.46128699903723,0.143537773658129,0.888760167673971,0.916419080400278,-7.85594865439156
"1627530_at",0.134165487286287,8.91501468817889,2.05680405562307,0.0671743674646436,0.106179200349452,-5.93221471157287
"1627531_s_at",0.0296209374795433,4.81008898684877,0.297894347208213,0.771973820077173,0.820322278559157,-7.81868107580943
"1627532_at",-0.485231694645046,8.84397243120242,-6.29074107640041,9.64393955763107e-05,0.000281144350863289,0.850851722761025
"1627533_at",0.0500648785938038,5.36385770089975,0.573983364932729,0.578852271123392,0.652340384273682,-7.68904214045681
"1627534_at",0.0264389430000493,4.62985340047124,0.337326881170554,0.742949995731637,0.7969429657633,-7.80504533739835
"1627535_at",0.202394142923155,4.78547447537159,2.6653765472781,0.0239740831438586,0.0430373078817816,-4.92696766133245
"1627536_at",-0.02225425813916,4.53007095551651,-0.334655703396629,0.744903374752599,0.798270215341321,-7.80602134134523
"1627537_at",0.894873605848968,11.9936762121157,12.0509939813955,3.2453213668854e-07,1.83872438102278e-06,6.97051066985581
"1627538_at",-1.48344241743806,10.6237981950351,-19.2831624398496,3.78569220671342e-09,8.44075749430972e-08,11.6827133546574
"1627539_at",0.224763710725286,10.4727988753012,3.65547610436054,0.00453586915233509,0.00966863031999265,-3.22769843067621
"1627540_at",0.152219711005814,5.90307092618431,2.27299370928957,0.0467209440102434,0.0774134753350353,-5.58380736525822
"1627541_at",-0.0408308333511549,4.63878000563134,-0.615007819313453,0.552494949121308,0.628202800320796,-7.66314708894521
"1627542_at",0.0976647054977553,4.62957235074528,1.08891014588894,0.302123452376942,0.382820329574634,-7.25156190018492
"1627543_at",-0.0155214316281134,4.18023753754864,-0.216138126010049,0.833291417408058,0.872564171651335,-7.84163618371154
"1627544_at",0.0665261784295268,5.42658742535283,0.884527983384525,0.397493556882403,0.479400400282252,-7.45323037509929
"1627545_at",-0.202874574851656,9.51947414906361,-3.16355138377649,0.010286226822695,0.0203151907819628,-4.07169280151278
"1627546_at",-0.665314762427734,8.48197458986943,-9.14481841044291,3.99821103163415e-06,1.56687542331535e-05,4.27295734127643
"1627547_at",0.359541435380451,5.34736125988461,4.22575915130881,0.00181646278456863,0.00418701078729563,-2.27117422627824
"1627548_at",0.137352958876727,5.56816341866484,2.2475031230015,0.0487766117178122,0.0803869833480826,-5.62550321239246
"1627549_at",0.146342057973354,5.00841261238298,2.00848713957975,0.072796159329553,0.113887470002781,-6.00826699756291
"1627550_a_at",-0.999373035465539,8.23467758621014,-13.3799500483178,1.22320052315302e-07,8.49146318221959e-07,8.01370814331242
"1627551_s_at",0.437044961143268,7.37232995120608,5.94674548537011,0.000150911207216036,0.000424090925142098,0.371304816872453
"1627552_at",0.148718654380105,5.11104687779794,1.54518404736627,0.153805889233873,0.216096761269209,-6.69171320979385
"1627553_at",0.714418853953628,12.3774649551046,7.82638186080692,1.56187076171388e-05,5.3171501124486e-05,2.80648489077327
"1627554_at",0.0649735604660275,5.56361497797057,0.760688464516932,0.464667378457487,0.545385322186583,-7.55803503001337
"1627555_s_at",-0.439458543081101,5.38039700676849,-3.36451502605444,0.00734176710677032,0.0149952764530134,-3.72571134899544
"1627556_at",0.205118668847675,5.69901683208816,3.00398324296574,0.0134726053442147,0.02585386963179,-4.34663440527082
"1627557_a_at",1.21155374956501,11.3066017641941,16.0217588535856,2.22855115977477e-08,2.38888583597576e-07,9.82244843680821
"1627558_at",-1.07338180423703,7.92258171805265,-13.9097394075848,8.49319829568117e-08,6.35966393124257e-07,8.40261753335297
"1627559_at",0.14498395059164,5.60020955014229,1.41513277552705,0.187865491113355,0.255851306954606,-6.86481648683868
"1627560_at",0.146549845123105,5.26816538218944,1.65448326718666,0.129503734263933,0.186799206314792,-6.53913487559507
"1627561_at",0.00984852291793992,6.8743334076406,0.162730423986819,0.874021485285575,0.904337389657425,-7.85272352833344
"1627562_at",-1.02070044545703,9.53776876087507,-13.7380584686338,9.54554200918768e-08,6.96600354863785e-07,8.27815883081461
"1627563_at",0.245121816651707,5.21896242069959,3.75459279032327,0.00385768766832185,0.0083498054693965,-3.05930806562777
"1627564_s_at",0.678017453658375,10.9500036556506,9.82690549687423,2.09934520280602e-06,8.9188052641963e-06,4.96606316518481
"1627565_at",0.37319263909109,7.5057023703746,3.90142977679068,0.00304135120838078,0.00671478193164406,-2.81134908721153
"1627566_a_at",-0.533940546016227,10.6658313222231,-6.8588604504558,4.75986511144957e-05,0.000146728958347743,1.60848366356929
"1627567_at",0.0338494844975976,10.1949504134131,0.489825466926217,0.634985455543478,0.703510134073425,-7.73689569340303
"1627568_at",0.344091533377741,6.27998851314723,4.94815276785286,0.000607236046346463,0.00153158604609505,-1.11315426126023
"1627569_at",0.0792084532427513,5.22203973792755,1.07203316572366,0.309273940773158,0.390444959068272,-7.26949085422696
"1627570_a_at",-0.0268040925328439,7.37537112317028,-0.305642143456658,0.766240208875446,0.815555680029622,-7.81613291986534
"1627571_at",-0.133457299196375,4.19246831340139,-1.3490792170998,0.207512489627217,0.2787029057767,-6.94889142502177
"1627572_at",0.234031049240429,5.11343318543262,3.34057699585445,0.00764131755613411,0.0155467794228506,-3.76686795661929
"1627573_at",0.149010582777714,4.7009424670315,2.2711125178495,0.0468697313888283,0.0776125075824441,-5.58688953559512
"1627574_at",0.225564657254241,5.65127131393649,2.30268314134626,0.0444326825800423,0.0741013903781205,-5.53506049251881
"1627575_at",1.39550641933399,10.3699256534676,16.488980085617,1.69487132686742e-08,2.00256866501193e-07,10.1114645403774
"1627576_at",-1.38050545496986,6.90177949690321,-17.6051124428086,9.06664240135934e-09,1.36783274072741e-07,10.7697052581676
"1627577_at",0.714736226464709,7.35882343522442,5.42742474033188,0.000305873119892645,0.000815317492012012,-0.383415959889761
"1627578_s_at",0.144656035715611,6.78618042969937,2.17665946887297,0.0549601510862558,0.0892014030475911,-5.74057137073611
"1627579_at",0.0208822295216802,4.46061389662265,0.318672048887575,0.756631206688653,0.807960030942267,-7.81170287067352
"1627580_at",-0.937910650425138,8.93586010319932,-10.1265497372985,1.60040448925981e-06,7.06190125272457e-06,5.2578755723369
"1627581_at",1.03515424766381,9.39970606738075,13.6992937845323,9.8024541355123e-08,7.1188724732357e-07,8.24985111200281
"1627582_a_at",-1.39233715704994,6.79927423555552,-12.9402520443315,1.67246006881407e-07,1.07957981008734e-06,7.67969265135736
"1627583_at",0.811534228508721,8.7365026693617,11.3465270526843,5.66242017291804e-07,2.9145623877551e-06,6.37382167646115
"1627584_at",0.106368020482055,4.3871161691351,1.27922808963842,0.2301362217044,0.303876658102264,-7.03476821402206
"1627585_a_at",0.602057960536004,5.73986936855309,5.5681725005264,0.000251638407492959,0.000681001156476731,-0.175173663376971
"1627586_at",0.109106612424098,4.93991805906421,1.15965550749771,0.273533604443519,0.351577407352566,-7.17404733886894
"1627587_at",-0.116082796459209,5.30922936032283,-1.57021486683068,0.147909297204249,0.209270399448669,-6.65731609175081
"1627588_at",0.125491261273822,4.64119831078315,1.89015280158385,0.0884960376214828,0.134832133210253,-6.19122000799017
"1627589_s_at",-0.705830623339057,6.63130138727415,-6.96468937463538,4.19162507244539e-05,0.000130851059747958,1.74503902630157
"1627590_at",-1.55843680446042,8.72396668651132,-17.6553133052226,8.82289835805586e-09,1.34414445081893e-07,10.7983031125011
"1627591_at",0.492569530052438,5.17254610935929,6.31816722119785,9.31196784777491e-05,0.000272304296637911,0.888399046472889
"1627592_at",-1.10029603311113,8.3988190140312,-16.6340004369545,1.5591081242039e-08,1.90560657150556e-07,10.1995007302056
"1627593_at",-0.510627532217528,5.83883186820228,-5.93454990878264,0.000153370550869998,0.000430619063716771,0.354008254601897
"1627594_at",-0.00526483152183399,6.53263891285711,-0.0675602997639767,0.947487685602312,0.960615557563527,-7.86475837505156
"1627595_at",0.0814353748728482,6.63603607745936,1.00863588574494,0.337289763748331,0.418482199840155,-7.33483893135501
"1627596_at",0.24743113266743,6.0015599451207,2.43550948852624,0.0354667380302727,0.060967403097481,-5.31479852668266
"1627597_at",0.912398172480025,10.0361408617759,11.4930409783571,5.03109058882343e-07,2.64125287643716e-06,6.50062267806957
"1627598_at",-0.178715104534414,9.35027040100296,-2.31278930747137,0.0436789512139159,0.0729921068165184,-5.51842390905081
"1627599_at",-0.433477228168098,4.77253426862178,-4.61478170090313,0.000997605768583009,0.00241772692150706,-1.63922314852046
"1627600_at",0.34667569353373,4.89509097969462,5.36186609847492,0.000335303602521881,0.000887524284217136,-0.481354348934363
"1627601_at",-0.0335858514239042,3.95366170346903,-0.472579314705203,0.646812465176517,0.713601599094212,-7.74581408883801
"1627602_at",0.00988939912125719,5.08857475668979,0.159023500417064,0.876864401486144,0.906916292128651,-7.85337777889779
"1627603_at",-0.668668616042222,5.9571487430256,-7.71546851410226,1.76537021477959e-05,5.95219646157318e-05,2.67471987292637
"1627604_at",1.36907677547508,7.16802256122195,12.0113115346128,3.34611118372123e-07,1.88512185356375e-06,6.93775184701771
"1627605_at",0.107759629331353,10.6419113898697,1.58005892017399,0.145645557984989,0.206576456737877,-6.6436976653446
"1627606_at",-0.0299651569381325,4.68148663497582,-0.381282334723689,0.711090810732147,0.769387591059355,-7.78789911430093
"1627607_at",0.236854974745419,7.2986335866993,3.47136986879905,0.00614552432352708,0.0127428858839699,-3.54228245059835
"1627608_s_at",-0.185626084101195,4.24615190762455,-2.92040207113267,0.0155268305660704,0.0293033751133407,-4.49045716697045
"1627609_at",-1.2300619472781,11.5142637797736,-15.7321657224534,2.65060408715974e-08,2.72715790770095e-07,9.63905116493102
"1627610_at",0.207028483707128,4.4710580974678,2.32019401252497,0.0431346254983532,0.0721970698970935,-5.50622080353671
"1627611_at",0.459012582689212,5.69138665688495,5.96019124114721,0.000148248893569298,0.000416980265794795,0.390350853902181
"1627612_a_at",-0.781290308933091,8.229251545019,-9.47267894925447,2.91958141281838e-06,1.1896776378356e-05,4.61127193448594
"1627613_at",-0.347259178236825,4.80432290804146,-3.48525042630319,0.00600565946994773,0.0124788135373807,-3.51849456528474
"1627614_at",-1.27074496516315,5.17598205547287,-8.16681967602703,1.08105439997e-05,3.81814069851499e-05,3.20241947746691
"1627615_at",0.0552341341064642,5.70313414697388,0.729202151884083,0.482860751047486,0.562457096118743,-7.58245642464453
"1627616_at",-0.0823740114705078,9.54733975102319,-1.1188520651761,0.289752141612925,0.369541223946713,-7.21921527476274
"1627617_at",-0.830440688998405,6.07729306574074,-9.95991462119379,1.85953348239624e-06,8.04201884812826e-06,5.09651451063293
"1627618_at",0.00540881590088915,5.07955553298294,0.0706535643985093,0.945087702633849,0.958882460865033,-7.86452335439272
"1627619_at",-0.791732700326863,9.7732263069439,-11.7276380363136,4.17480452145606e-07,2.26088370594911e-06,6.70065778695647
"1627620_at",0.0378967957166383,5.09119058918305,0.596297608686291,0.564431025169392,0.639587251958763,-7.67516338684315
"1627621_at",0.0548928752449775,4.57702075163315,0.537659801446431,0.602749328893696,0.674301200656544,-7.71057261981355
"1627622_at",0.175001475056269,4.7204384788744,2.08252260547757,0.0643526950212885,0.102346979456746,-5.89143881022711
"1627623_s_at",-0.276453545202498,8.37887252196038,-3.63792789543399,0.00466835266569581,0.00992646917090395,-3.25758810233873
