,id_string,label,TPM,biotype,logFPKM,layer,is_conserved,is_core,is_ortho_metric_nodes
ENSG00000083312,9606.ENSP00000336712,TNPO1,7.37130475,protein_coding,3.3305606706723037,HS,True,False,True
ENSG00000105679,9606.ENSP00000222286,GAPDHS,35.85899833333333,protein_coding,5.182107173054043,HS,True,False,True
ENSG00000138604,9606.ENSP00000261858,GLCE,1.6068725,protein_coding,1.4919673959955324,HS,True,False,True
ENSG00000144895,9606.ENSP00000417229,EIF2A,6.277326333333333,protein_coding,3.4613786965877713,HS,True,False,True
ENSG00000143437,9606.ENSP00000351407,ARNT,9.065974250000002,protein_coding,3.9295805577895386,HS,True,False,True
ENSG00000153015,9606.ENSP00000370460,CWC27,5.669577333333333,protein_coding,3.3999833895787326,HS,True,False,False
ENSG00000079432,9606.ENSP00000458663,CIC,6.477218166666668,protein_coding,3.644308124955546,HS,True,False,False
ENSG00000054267,9606.ENSP00000264183,ARID4B,11.185950749999998,protein_coding,4.457389979856929,HS,True,False,False
ENSG00000140983,9606.ENSP00000321971,RHOT2,7.930356500000001,protein_coding,4.027380118544721,HS,True,True,True
ENSG00000143977,9606.ENSP00000272348,SNRPG,17.412053416666666,protein_coding,5.105170700427616,HS,True,False,True
ENSG00000066739,9606.ENSP00000353010,ATG2B,16.113554500000003,protein_coding,4.777022886930441,HS,True,False,True
ENSG00000114742,9606.ENSP00000307491,WDR48,28.78712,protein_coding,5.704184104801033,HS,True,False,True
ENSG00000105983,9606.ENSP00000326604,LMBR1,3.6756968333333333,protein_coding,2.4691744575750123,HS,True,False,False
ENSG00000169359,9606.ENSP00000376587,SLC33A1,1.4048439166666664,protein_coding,1.6307082922676255,HS,True,True,False
ENSG00000006530,9606.ENSP00000347581,AGK,1.7348626666666669,protein_coding,1.936661712850681,HS,True,False,True
ENSG00000198742,9606.ENSP00000354621,SMURF1,20.77672825,protein_coding,5.417794153456948,HS,True,False,True
ENSG00000166441,9606.ENSP00000346015,RPL27A,33.03380616666667,protein_coding,5.558269261883475,HS,True,False,True
ENSG00000151005,9606.ENSP00000280605,TKTL2,59.91811416666667,protein_coding,6.843745385539997,HS,True,True,True
ENSG00000166046,9606.ENSP00000299045,TCP11L2,6.0783715833333325,protein_coding,3.4019193384363637,HS,True,False,False
ENSG00000154582,9606.ENSP00000478121,ELOC,31.59115808333333,protein_coding,5.660612116744711,HS,True,False,True
ENSG00000166562,9606.ENSP00000468633,SEC11C,4.889084833333333,protein_coding,3.1518146110599434,HS,True,False,False
ENSG00000139990,9606.ENSP00000341351,DCAF5,31.44883908333333,protein_coding,5.837313100135803,HS,True,False,True
ENSG00000168495,9606.ENSP00000380904,POLR3D,13.73899708333333,protein_coding,4.509987713270571,HS,True,False,True
ENSG00000075914,9606.ENSP00000265564,EXOSC7,6.4865310833333325,protein_coding,3.41184896981949,HS,True,True,True
ENSG00000004455,9606.ENSP00000346921,AK2,31.38710375000001,protein_coding,5.602138685052555,HS,True,False,True
ENSG00000116885,9606.ENSP00000235532,OSCP1,43.7585375,protein_coding,6.37818274118011,HS,True,False,True
ENSG00000124783,9606.ENSP00000244763,SSR1,8.48405475,protein_coding,3.941326768460902,HS,True,False,True
ENSG00000132768,9606.ENSP00000255108,DPH2,5.775240333333333,protein_coding,3.352482579930545,HS,True,False,True
ENSG00000113597,9606.ENSP00000409231,TRAPPC13,4.36972375,protein_coding,3.1957989474105633,HS,True,False,True
ENSG00000134748,9606.ENSP00000257181,PRPF38A,4.336172416666666,protein_coding,2.8491733419814835,HS,True,False,True
ENSG00000158092,9606.ENSP00000417273,NCK1,3.692003416666666,protein_coding,3.013655335761281,HS,True,False,True
ENSG00000127980,9606.ENSP00000248633,PEX1,10.58030775,protein_coding,4.309704523389057,HS,True,False,False
ENSG00000117222,9606.ENSP00000264515,RBBP5,1.8432303333333333,protein_coding,2.0355325654761978,HS,True,False,True
ENSG00000163382,9606.ENSP00000357218,NAXE,12.598141666666667,protein_coding,4.436290916137526,HS,True,False,True
ENSG00000165527,9606.ENSP00000298316,ARF6,4.099348750000001,protein_coding,2.981209262652434,HS,True,False,True
ENSG00000144840,9606.ENSP00000273375,RABL3,1.7553054166666666,protein_coding,1.8549089651089292,HS,True,False,True
