,id_string,label,TPM,biotype,logFPKM,layer,is_conserved,is_core,is_ortho_metric_nodes
FBgn0033273,7227.FBpp0087866,Gasz,6.024621999999999,protein_coding,2.4152458184186614,DM,True,True,True
FBgn0021760,7227.FBpp0088469,chb,286.6221470000001,protein_coding,7.69440438356691,DM,True,False,True
FBgn0026326,7227.FBpp0087680,Mad1,1.7251075,protein_coding,1.1640476892222997,DM,True,False,True
FBgn0026430,7227.FBpp0074544,Grip84,14.686957499999998,protein_coding,3.5306892999791084,DM,True,False,False
FBgn0001225,7227.FBpp0076224,Hsp26,191.5635605,protein_coding,7.118179455685317,DM,True,False,False
FBgn0015797,7227.FBpp0079943,Rab6,6.459733999999999,protein_coding,2.499272521077968,DM,True,False,True
FBgn0040080,7227.FBpp0084559,pins,2.307889,protein_coding,1.4129714338196404,DM,True,False,True
FBgn0259749,7227.FBpp0078898,mmy,26.917106,protein_coding,4.347741721738036,DM,True,False,True
FBgn0039026,7227.FBpp0083705,CG7029,2.773044,protein_coding,1.5821689041862603,DM,True,False,True
FBgn0029512,7227.FBpp0082065,Aos1,9.9016255,protein_coding,3.020863963222764,DM,True,True,False
FBgn0037310,7227.FBpp0078430,Tim17b1,89.07819749999999,protein_coding,6.026100957343474,DM,True,False,True
FBgn0033810,7227.FBpp0086877,CG4646,6.869211,protein_coding,2.573794403034971,DM,True,False,True
FBgn0040077,7227.FBpp0099893,primo-1,134.08997399999998,protein_coding,6.622036901766061,DM,True,False,False
FBgn0033015,7227.FBpp0085418,d4,93.58763499999999,protein_coding,6.0937771619835,DM,True,True,False
FBgn0024945,7227.FBpp0072385,NitFhit,15.7552385,protein_coding,3.6246611318665227,DM,True,True,False
FBgn0026192,7227.FBpp0074229,par-6,9.2717395,protein_coding,2.939383253049587,DM,True,True,True
FBgn0033451,7227.FBpp0087562,Marc,3.3184635,protein_coding,1.761314637652108,DM,True,False,True
FBgn0034849,7227.FBpp0071947,CG3500,26.8621435,protein_coding,4.347179018956184,DM,True,True,False
FBgn0033897,7227.FBpp0302789,Rcd1,20.6078155,protein_coding,3.9844595657669895,DM,True,True,True
FBgn0000711,7227.FBpp0071381,flw,5.3889485,protein_coding,2.285167373386881,DM,True,False,True
FBgn0036772,7227.FBpp0074918,CG5290,1.8168315,protein_coding,1.2058059929434708,DM,True,False,True
FBgn0037325,7227.FBpp0078437,CG12147,111.33929450000001,protein_coding,6.3414491185426884,DM,True,False,False
FBgn0032906,7227.FBpp0080967,RPA2,23.7065025,protein_coding,4.175727578074547,DM,True,False,True
FBgn0038129,7227.FBpp0082246,TBC1D5,2.6722465,protein_coding,1.5486699031867992,DM,True,False,True
FBgn0031877,7227.FBpp0078979,CG10399,1.1867015,protein_coding,0.893154820581815,DM,True,False,True
FBgn0030877,7227.FBpp0074318,Arp8,2.5147355,protein_coding,1.4881478616533423,DM,True,False,True
FBgn0039300,7227.FBpp0084242,RpS27,57.8031255,protein_coding,5.414276243023694,DM,True,False,True
FBgn0040285,7227.FBpp0073895,Scamp,6.7965990000000005,protein_coding,2.556214681321142,DM,True,True,True
FBgn0038453,7227.FBpp0082786,Arl6IP1,114.84679799999999,protein_coding,6.386448003022478,DM,True,True,True
FBgn0085303,7227.FBpp0111383,CG34274,149.94039149999998,protein_coding,6.766607961483377,DM,True,True,False
FBgn0051368,7227.FBpp0290264,CG31368,1.8822880000000002,protein_coding,1.2346377355518703,DM,True,False,True
FBgn0025716,7227.FBpp0086115,Bap55,4.9088925,protein_coding,2.180926458043813,DM,True,True,True
FBgn0026418,7227.FBpp0292999,Hsc70Cb,63.177404,protein_coding,5.538157605728804,DM,True,False,True
FBgn0261792,7227.FBpp0083134,snRNP-U1-C,23.148984,protein_coding,4.143592314356839,DM,True,True,True
FBgn0039450,7227.FBpp0084411,CG5484,71.423992,protein_coding,5.711225105710745,DM,True,True,True
FBgn0004606,7227.FBpp0085063,zfh1,2.0337165,protein_coding,1.3019577835454017,DM,True,False,False
FBgn0039581,7227.FBpp0084655,Moca-cyp,4.477862,protein_coding,2.0784653530295394,DM,True,True,False
FBgn0000557,7227.FBpp0085193,eEF1alpha2,2.32565,protein_coding,1.4179961360431674,DM,True,False,True
